service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
7507,0,0,0,0,0,1,0,20170901,20181101
7508,0,0,0,0,0,1,0,20170901,20181101
7509,0,0,0,0,0,1,0,20170901,20181101
7510,0,0,0,0,0,1,0,20170901,20181101
7511,0,0,0,0,0,1,0,20170901,20181101
7536,0,0,0,0,0,1,0,20170901,20181101
7537,0,0,0,0,0,1,0,20170901,20181101
7538,0,0,0,0,0,1,0,20170901,20181101
7539,0,0,0,0,0,1,0,20170901,20181101
7840,1,1,1,1,1,0,0,20170901,20181101
7841,1,1,1,1,1,0,0,20170901,20181101
7842,1,1,1,1,1,0,0,20170901,20181101
7843,1,1,1,1,1,0,0,20170901,20181101
7844,1,1,1,1,1,0,0,20170901,20181101
7870,0,0,0,0,0,0,1,20150826,20181101
8071,0,0,0,0,0,1,0,20170901,20181101
8072,0,0,0,0,0,1,0,20170901,20181101
8073,0,0,0,0,0,1,0,20170901,20181101
8074,0,0,0,0,0,0,1,20170901,20181101
8075,0,0,0,0,0,0,1,20170901,20181101
8076,0,0,0,0,0,0,1,20170901,20181101
8181,0,0,0,0,0,1,0,20170901,20181101
8182,0,0,0,0,0,1,0,20170901,20181101
8183,0,0,0,0,0,1,0,20170901,20181101
8184,0,0,0,0,0,1,0,20170901,20181101
20219,0,0,0,0,0,1,1,20161001,20181231
20223,0,1,0,0,0,0,0,20000415,20181231
20228,0,1,0,1,0,1,0,20030101,20181231
20230,0,1,0,0,0,0,0,20090201,20181231
20251,1,1,1,1,1,0,0,20040223,20181231
20285,0,0,1,0,1,0,0,20010101,20200131
20541,0,0,0,0,1,0,0,20170901,20180531
20543,0,0,1,0,0,0,0,20170901,20180531
20544,0,0,0,0,0,0,1,20090401,20211231
20561,0,0,0,0,0,1,0,20060101,20211231
20570,0,1,0,1,0,0,0,20090401,20211231
20582,1,1,1,1,1,0,0,20060320,20211231
20586,1,1,1,1,1,0,0,20060213,20211231
20593,1,1,1,1,1,0,0,20101001,20211231
20594,0,0,0,0,0,1,0,20101001,20211231
20601,1,1,1,1,1,1,0,20130527,20211231
20602,1,1,1,1,1,0,0,20110110,20211231
20603,1,1,1,1,1,1,0,20140101,20211231
20605,1,1,1,1,1,1,1,20140601,20211231
20606,1,1,1,1,1,0,0,20140601,20211231
20607,1,1,1,1,1,1,0,20140601,20211231
20616,1,1,1,1,1,0,0,20070101,20211231
20617,1,1,1,1,1,0,0,20120301,20211231
20618,1,1,1,1,1,0,0,20120301,20211231
20619,0,0,0,0,0,1,0,20120301,20211231
20620,1,1,1,1,1,1,0,20120301,20211231
20622,1,1,1,1,1,0,0,20101101,20211231
20623,1,1,1,1,1,1,0,20101101,20211231
20658,0,1,0,0,1,0,0,20100701,20171231
20659,0,1,0,0,1,0,0,20100701,20171231
20678,1,0,0,0,0,0,0,20100701,20171231
20679,0,0,0,0,1,0,0,20100701,20171231
20685,0,0,0,0,0,1,1,20100515,20181231
20686,0,0,0,0,0,1,1,20100515,20181231
20688,1,1,1,1,1,0,0,20100515,20181231
20689,1,1,1,1,1,0,0,20100515,20181231
20742,0,0,0,0,0,1,1,20140401,20181231
20788,1,1,1,1,1,1,1,20070101,20230630
20789,0,1,0,1,1,0,1,20070101,20230630
20790,1,0,1,0,0,1,0,20070101,20230630
20791,1,1,1,1,0,0,0,20130526,20230630
20792,0,0,0,0,1,0,0,20130526,20230630
20827,1,1,1,1,1,1,0,20110912,20230630
20828,1,1,1,1,1,0,0,20060101,20230630
20831,0,0,0,0,0,1,1,20060101,20230630
20832,1,1,1,1,1,0,0,20060101,20230630
20840,1,0,0,0,0,0,0,20060101,20230630
20846,1,1,1,1,1,0,0,20060101,20230630
21071,1,1,1,1,1,0,0,20110101,20181231
21072,0,0,0,0,0,1,0,20110101,20181231
21073,1,1,1,1,1,1,0,20110101,20181231
21084,0,0,0,0,0,1,1,20080101,20181101
21085,0,0,0,0,0,1,0,20080101,20181101
21086,0,0,0,0,0,0,1,20080101,20181101
21097,1,1,1,1,1,0,0,20080101,20181101
21103,1,1,1,1,1,0,0,20120901,20181101
21104,1,1,1,1,1,1,1,20080101,20181101
21105,0,0,0,0,0,1,1,20080101,20181101
21155,1,1,1,1,1,0,0,20150225,20181101
21178,0,0,0,0,0,1,1,20061211,20240331
21179,0,1,0,1,0,0,0,20061211,20240331
21180,0,1,0,1,0,1,1,20061211,20240331
21181,1,1,1,1,1,0,0,20070301,20240331
21185,1,1,1,1,1,1,1,20050501,20240331
21190,1,1,1,1,1,0,0,20061211,20240331
21193,1,1,0,1,1,1,0,20100127,20240331
21194,0,0,1,0,0,0,0,20100127,20240331
21200,1,1,1,1,1,1,0,20070301,20240331
21201,1,1,1,1,1,0,0,20070301,20240331
21208,0,0,0,0,0,1,1,20100401,20240331
21211,1,1,1,1,1,1,1,20091012,20240331
21217,1,1,1,1,1,1,0,20000301,20240331
21218,1,1,1,1,1,1,1,20070301,20240331
21225,0,1,0,1,0,1,1,20060201,20240331
21226,1,0,1,0,1,0,0,20060201,20240331
21393,1,1,1,1,1,1,0,20080601,20180531
21441,1,1,1,1,1,1,1,20140601,20211231
21444,1,1,1,1,1,1,0,20110101,20181231
21445,0,0,0,0,0,0,1,20110101,20181231
21464,1,1,1,1,1,1,1,20110101,20181231
21466,0,0,0,0,0,0,1,20110101,20181231
21476,1,1,1,1,1,1,0,20110101,20181231
21477,0,0,0,0,0,1,1,20110101,20181231
21478,1,1,1,1,1,0,0,20110101,20181231
21495,1,1,1,1,1,0,0,20160620,20181231
21529,0,0,0,0,0,0,1,20110101,20181231
21561,1,1,1,1,1,0,0,20140601,20211231
21562,0,0,0,0,1,0,0,20140601,20211231
21563,1,1,1,1,0,0,0,20140601,20211231
21564,0,0,0,0,1,0,1,20140601,20211231
21672,1,1,1,1,1,0,0,20120301,20181231
21673,0,0,0,0,0,1,1,20120301,20181231
21674,1,1,1,1,1,0,0,20160901,20180603
21698,1,1,1,1,1,1,1,20100315,20181231
21699,0,0,0,0,0,1,0,20100315,20181231
21721,1,1,1,1,1,1,0,20070901,20240331
21722,1,1,1,1,0,0,1,20070901,20240331
21724,1,1,1,1,1,0,0,20080101,20240331
21725,0,0,0,0,0,1,0,20080101,20240331
21757,1,1,1,1,1,0,0,20170901,20180531
21758,1,1,1,1,1,0,0,20130601,20181231
21763,1,1,1,1,1,1,1,20130601,20181231
21777,0,0,0,0,0,1,0,20170901,20180531
21948,0,1,0,1,0,1,0,20110101,20181231
21949,1,0,1,0,1,0,0,20110101,20181231
21965,1,1,1,1,1,1,1,20050201,20171231
21966,0,0,0,0,0,1,1,20050201,20171231
21967,0,0,0,0,0,1,1,20050201,20171231
21991,0,1,0,0,0,0,0,20110510,20211231
21992,0,0,0,1,0,0,0,20110411,20211231
21995,1,1,1,1,1,0,0,20121101,20211231
21996,1,0,1,0,1,0,0,20121101,20211231
21997,0,1,0,1,0,0,0,20121101,20211231
22001,1,1,1,1,1,0,0,20100515,20181231
22082,1,1,1,1,0,0,0,20110101,20181231
22209,1,1,1,1,1,1,0,20110101,20181231
22210,0,0,0,0,0,0,1,20110101,20181231
22214,1,1,1,1,1,0,0,20090101,20240331
22215,1,1,1,1,1,0,0,20090101,20240331
22377,1,1,1,1,1,0,0,20111115,20181101
22378,0,0,0,0,1,0,0,20111115,20181101
22379,1,1,1,1,0,0,0,20111115,20181101
22459,1,1,1,1,1,1,1,20100701,20171231
22469,1,1,1,1,1,0,0,20080101,20181101
22470,1,1,1,1,1,1,1,20080101,20181101
22473,1,1,1,1,1,0,0,20120901,20181101
22788,0,0,0,0,0,1,1,20081009,20181101
22789,0,0,0,0,0,1,1,20081009,20181101
22790,0,0,0,0,0,1,1,20081009,20181101
22791,0,0,0,0,0,1,1,20081009,20181101
22810,0,0,0,0,0,1,1,20081009,20181101
22811,0,0,0,0,0,1,1,20081009,20181101
22812,0,0,0,0,0,1,1,20081009,20181101
22813,0,0,0,0,0,1,1,20081009,20181101
22814,0,0,0,0,0,1,1,20081009,20181101
22831,1,1,1,1,1,0,0,20090904,20181101
22866,1,1,1,1,1,0,0,20090801,20181101
22867,1,1,1,1,1,0,0,20091109,20181101
22874,1,1,1,1,1,0,0,20090814,20181101
22876,1,1,1,1,1,0,0,20090801,20181101
22993,0,0,0,0,1,0,0,20110101,20181231
23033,0,0,0,0,0,0,1,20090801,20181101
23050,1,1,1,1,1,0,0,20091101,20181101
23053,0,0,0,0,0,1,0,20091101,20181101
23060,0,0,0,0,0,1,0,20160616,20181101
23068,1,1,1,1,1,0,0,20080101,20181101
23069,0,0,0,0,0,1,1,20080101,20181101
23070,1,1,1,1,1,1,1,20080101,20181101
23099,0,0,0,0,0,0,1,20091113,20181101
23101,0,0,0,0,0,0,1,20090801,20181101
23118,0,0,0,0,0,1,0,20090801,20181101
23146,1,1,1,1,1,0,0,20091101,20181101
23167,1,1,1,1,1,0,0,20080101,20181101
23168,1,1,0,1,1,1,1,20080101,20181101
23169,0,0,1,0,0,0,0,20080101,20181101
23170,1,1,1,1,0,1,1,20080101,20181101
23171,0,0,0,0,1,0,0,20080101,20181101
23198,1,1,1,1,1,0,0,20120301,20211231
23207,1,1,1,1,1,0,0,20150901,20211231
23480,1,1,1,1,1,1,1,20160601,20190531
23498,1,1,1,1,1,1,0,20120917,20211231
23506,0,0,0,0,0,0,1,20120917,20211231
23507,1,1,1,1,1,1,1,20120917,20211231
23508,1,1,1,1,1,0,0,20120917,20211231
23509,0,0,0,0,0,1,0,20120917,20211231
23570,1,1,1,1,1,1,1,20090531,20211231
23571,1,1,1,1,1,1,0,20090531,20211231
23572,0,0,0,0,0,0,1,20090531,20211231
23921,1,1,1,1,1,0,0,20060101,20230630
24080,1,1,1,1,1,0,0,20140901,20181231
24153,1,1,1,1,1,0,0,20080101,20181101
24154,1,1,1,1,1,0,0,20080101,20181101
24430,1,1,1,1,1,0,0,20080101,20181101
24446,1,1,1,1,1,0,0,20060101,20181101
24485,1,1,1,1,1,0,0,20111115,20181101
24545,1,1,1,1,0,0,0,20111115,20181101
24546,0,0,0,0,1,0,0,20111115,20181101
24838,1,1,1,1,1,0,1,20091012,20240331
24839,0,0,0,0,0,1,0,20091012,20240331
25134,1,1,1,1,1,0,0,20110222,20181101
25304,0,0,1,0,0,0,0,20171016,20180430
25306,0,0,0,0,1,0,0,20171016,20180430
25307,0,0,0,0,0,0,1,20171016,20180430
25308,0,0,1,0,1,0,1,20171016,20180430
25808,0,0,0,0,1,0,0,20100108,20171231
25809,0,0,0,0,1,0,1,20100120,20200119
26243,1,1,1,1,1,1,1,20100104,20240331
26368,0,1,0,0,1,0,0,20161223,20180611
26369,0,1,0,0,1,0,0,20161223,20180611
26386,1,1,1,1,1,0,0,20160616,20181101
26582,1,1,1,1,1,0,0,20171030,20171222
26598,1,1,1,1,1,0,0,20100401,20181101
26599,1,1,1,1,1,1,0,20100401,20181101
26602,1,1,1,1,1,0,0,20100401,20181101
26607,1,1,1,1,1,0,0,20100401,20181101
26624,1,1,1,1,1,0,0,20100401,20181101
27088,1,0,1,1,1,0,0,20170901,20180611
27089,0,1,0,0,0,0,0,20170901,20180611
27178,0,0,0,0,0,0,1,20060101,20230630
27836,1,1,1,1,0,0,0,20100501,20181101
27837,0,0,0,0,1,0,0,20100501,20181101
28046,1,1,1,1,1,0,0,20100315,20181231
28047,0,0,0,0,0,1,1,20100315,20181231
28048,1,1,1,1,1,0,0,20130601,20181231
28049,0,0,0,0,0,1,1,20130601,20181231
28356,1,1,1,1,1,0,0,20100607,20171231
28483,1,1,1,1,1,1,1,20100601,20230630
29163,1,1,1,1,1,1,1,20100127,20240331
29164,1,1,1,1,1,1,0,20100823,20240331
29166,0,0,0,0,0,0,1,20100823,20240331
38801,1,1,1,1,1,0,0,20140915,20171231
38804,1,1,1,1,1,0,0,20100701,20171231
38805,1,1,1,1,1,0,0,20100701,20171231
38822,0,1,0,0,1,0,0,20110704,20171231
38823,1,1,1,1,1,1,1,20100701,20171231
39238,1,1,1,1,1,0,0,20100901,20181101
39252,1,1,1,1,1,1,0,20100823,20240331
39566,0,0,0,0,1,0,0,20100901,20230630
39650,1,1,1,1,1,0,0,20100823,20240331
39651,0,0,0,0,0,1,0,20100823,20240331
39922,1,1,1,1,1,0,0,20171030,20171222
39925,1,1,1,1,1,0,0,20120705,20180704
40029,1,1,1,1,1,1,1,20101213,20181101
40121,1,1,1,1,1,0,1,20110101,20181101
40122,1,1,1,1,1,0,1,20110101,20181101
40324,0,0,0,0,0,0,1,20170901,20180531
40325,1,1,1,1,0,0,0,20170901,20180531
40326,0,0,0,1,0,1,0,20170901,20180531
40327,0,0,0,0,1,0,0,20170901,20180531
40328,0,0,0,0,0,1,1,20170901,20180531
40329,1,1,1,1,1,0,0,20170901,20180531
40330,0,0,0,1,0,1,0,20170901,20180531
40339,0,0,0,0,0,1,1,20140901,20171231
40340,1,1,1,1,1,0,0,20140901,20171231
40729,1,1,1,1,1,0,0,20150103,20171231
40740,1,1,1,1,1,0,0,20150103,20171231
40872,0,0,0,0,0,0,1,20110401,20181101
42773,0,0,0,0,0,1,1,20110912,20181101
42774,0,0,0,0,0,1,1,20110912,20181101
42775,0,0,0,0,0,1,1,20110912,20181101
42776,0,0,0,0,0,1,1,20110912,20181101
42777,0,0,0,0,0,1,1,20110912,20181101
42778,0,0,0,0,0,1,1,20110912,20181101
42780,0,0,0,0,0,1,1,20110912,20181101
43205,0,0,0,0,0,1,0,20170901,20180531
43496,1,1,1,1,1,0,0,20170901,20180611
43735,1,1,1,1,1,0,0,20120101,20171231
43736,0,0,0,0,0,0,1,20120101,20171231
44252,1,1,1,1,1,0,0,20120401,20200131
44253,0,0,0,0,0,1,0,20120401,20200131
44254,1,1,1,1,1,1,0,20120401,20200131
44278,1,0,0,0,0,0,0,20080925,20200131
44571,1,1,1,1,1,0,0,20080925,20200131
44579,1,1,1,1,1,1,1,20080925,20200131
44580,1,1,1,1,0,0,0,20080925,20200131
44581,0,0,0,0,1,0,0,20080925,20200131
44582,0,0,0,0,0,1,0,20080925,20200131
44583,0,0,0,0,0,0,1,20080925,20200131
44584,0,0,0,0,0,1,1,20080925,20200131
44731,1,1,1,1,1,0,0,20100401,20240331
44732,1,1,1,1,1,0,1,20080101,20240331
44733,0,0,0,0,1,0,0,20070901,20240331
44993,1,1,1,1,1,0,0,20170901,20180603
45409,1,1,1,1,0,0,0,20120701,20171231
45516,0,0,0,0,0,0,1,20110627,20181101
45947,1,1,1,1,1,0,0,20170901,20180612
45990,1,1,1,1,1,0,0,20101108,20181101
46076,1,1,1,1,1,0,0,20160901,20171231
46239,1,1,1,1,1,1,1,20120901,20181231
46298,1,1,1,1,1,0,0,20130415,20181231
46370,1,1,1,1,1,0,0,20120915,20181101
46373,0,1,0,0,0,0,0,20170901,20180611
46374,1,0,1,1,1,0,0,20170901,20180611
46945,1,1,1,1,1,0,0,20121008,20181218
47043,1,1,1,1,1,0,0,20170901,20180611
47065,0,0,0,0,0,0,1,20121101,20181101
47066,0,0,0,0,0,1,0,20121101,20181101
47067,1,1,1,1,1,0,0,20121101,20181101
47068,1,0,1,1,1,0,0,20170901,20180611
47069,0,1,0,0,0,0,0,20170901,20180611
47070,1,1,1,1,1,0,0,20121101,20181101
47071,1,1,1,1,1,0,0,20121101,20181101
47085,1,1,1,1,1,0,0,20170901,20180611
47234,1,1,1,1,1,1,0,20121015,20181231
47324,0,0,1,0,0,0,0,20121101,20181101
47325,1,0,0,1,0,0,0,20121101,20181101
47326,0,1,0,0,1,0,0,20121101,20181101
47615,0,0,0,0,0,1,0,20171101,20181101
47616,0,0,0,0,0,1,0,20171101,20181101
47617,0,0,0,0,0,1,0,20171101,20181101
47618,0,0,0,0,0,1,0,20171101,20181101
47619,0,0,0,0,0,1,0,20171101,20181101
47620,0,0,0,0,0,0,1,20171101,20181101
47621,0,0,0,0,0,0,1,20171101,20181101
47622,0,0,0,0,0,0,1,20171101,20181101
47623,0,0,0,0,0,0,1,20171101,20181101
47624,0,0,0,0,0,0,1,20171101,20181101
47927,0,0,0,0,0,0,1,20121201,20171130
47962,0,0,0,0,0,0,1,20170901,20181101
47963,0,0,0,0,0,0,1,20170901,20181101
47964,0,0,0,0,0,0,1,20170901,20181101
47965,0,0,0,0,0,0,1,20170901,20181101
47992,1,0,1,0,1,0,0,20121115,20171114
48077,1,1,1,1,1,0,0,20170901,20181101
48078,1,1,1,1,1,0,0,20170901,20181101
48079,1,1,1,1,1,0,0,20170901,20181101
48080,1,1,1,1,1,0,0,20170901,20181101
48081,1,1,1,1,1,0,0,20170901,20181101
48082,1,1,1,1,1,0,0,20170901,20181101
48083,1,1,1,1,1,0,0,20170901,20181101
48084,1,1,1,1,1,0,0,20170901,20181101
48085,1,1,1,1,1,0,0,20170901,20181101
48086,1,1,1,1,1,0,0,20170901,20181101
48108,1,1,1,1,1,0,0,20170901,20181101
48109,1,1,1,1,1,0,0,20170901,20181101
48110,1,1,1,1,1,0,0,20170901,20181101
48111,1,1,1,1,1,0,0,20170901,20181101
48112,1,1,1,1,1,0,0,20170901,20181101
48113,1,1,1,1,1,0,0,20170901,20181101
48678,0,0,0,0,0,0,1,20170901,20181101
48679,0,0,0,0,0,0,1,20170901,20181101
48680,0,0,0,0,0,0,1,20170901,20181101
48681,0,0,0,0,0,1,0,20170901,20181101
48682,0,0,0,0,0,1,0,20170901,20181101
48683,0,0,0,0,0,1,0,20170901,20181101
48765,1,1,1,1,1,0,0,20170401,20220331
48766,1,1,1,1,1,1,1,20170401,20220331
48767,1,1,1,1,1,1,1,20121201,20240331
48775,1,1,1,1,1,0,0,20110901,20230630
48785,0,0,0,0,1,0,0,20110901,20230630
49800,0,0,0,0,0,1,0,20171001,20181101
49801,0,0,0,0,0,0,1,20171001,20181101
50465,1,1,1,1,1,1,1,20130115,20180630
50986,0,0,0,0,0,1,0,20170901,20181101
50987,0,0,0,0,0,1,0,20170901,20181101
50988,0,0,0,0,0,1,0,20170901,20181101
50989,0,0,0,0,0,1,0,20170901,20181101
50990,0,0,0,0,0,1,0,20170901,20181101
50991,1,1,1,1,1,1,1,20130310,20180309
51330,0,0,0,0,0,0,1,20170901,20181101
51331,0,0,0,0,0,0,1,20170901,20181101
51332,0,0,0,0,0,0,1,20170901,20181101
51333,0,0,0,0,0,0,1,20170901,20181101
51391,0,0,0,0,1,0,0,20130311,20171231
51392,1,0,0,0,0,0,0,20130311,20171231
51393,1,0,1,1,0,0,1,20130311,20171231
51394,0,1,0,0,1,1,0,20130311,20171231
51395,1,1,1,1,1,1,1,20130311,20171231
51406,1,1,1,1,1,0,0,20170901,20181101
51407,1,1,1,1,1,0,0,20170901,20181101
51408,1,1,1,1,1,0,0,20170901,20181101
51409,1,1,1,1,1,0,0,20170901,20181101
51410,1,1,1,1,1,0,0,20170901,20181101
51411,1,1,1,1,1,0,0,20170901,20181101
51412,1,1,1,1,1,0,0,20170901,20181101
51646,0,0,0,0,0,1,1,20111201,20211231
51651,1,1,1,1,1,1,1,20111201,20211231
51652,1,1,1,1,1,1,0,20111201,20211231
51653,1,1,1,1,1,0,0,20111201,20211231
51684,0,0,0,0,0,1,0,20170901,20181101
51685,0,0,0,0,0,1,0,20170901,20181101
51686,0,0,0,0,0,1,0,20170901,20181101
51687,0,0,0,0,0,1,0,20170901,20181101
51688,0,0,0,0,0,0,1,20170901,20181101
51689,0,0,0,0,0,0,1,20170901,20181101
51690,0,0,0,0,0,0,1,20170901,20181101
51691,0,0,0,0,0,0,1,20170901,20181101
51945,1,1,1,1,1,0,0,20111101,20211231
51946,1,1,1,1,1,1,0,20120301,20211231
51947,1,1,1,1,1,1,1,20120301,20211231
51948,0,0,0,0,0,1,1,20120301,20211231
51991,1,1,1,1,1,0,0,20111101,20211231
51993,1,1,1,1,1,1,0,20111101,20211231
51994,1,1,1,1,1,1,1,20111101,20211231
51995,0,0,0,0,0,1,1,20111101,20211231
51996,0,0,0,0,0,1,1,20110401,20211231
51997,1,1,1,1,1,0,0,20110401,20211231
51998,1,1,1,1,1,0,0,20120101,20211231
52005,0,0,0,0,0,0,1,20110430,20211231
52006,1,0,0,0,1,0,0,20110430,20211231
52007,1,1,1,1,1,0,0,20121101,20211231
52008,1,1,1,1,1,1,0,20120301,20211231
52009,1,1,1,1,1,0,0,20120301,20211231
52037,1,1,1,1,1,0,0,20170901,20180605
52047,1,1,1,1,1,0,0,20170901,20180605
52050,1,0,0,0,0,0,0,20120903,20211231
52064,1,0,0,0,0,0,0,20170901,20180603
52067,1,1,1,1,1,0,0,20170901,20180603
52080,1,1,1,1,1,0,0,20110228,20211231
52081,0,1,0,0,0,0,0,20110419,20211231
52082,1,1,1,1,1,0,0,20140601,20211231
52083,0,0,0,0,0,1,1,20140601,20211231
52084,1,1,1,1,1,0,0,20120101,20211231
52085,0,0,0,0,0,1,1,20120705,20180704
52086,1,1,1,1,1,0,0,20120301,20211231
52089,1,1,1,1,1,0,0,20120301,20211231
52090,0,0,0,0,0,1,0,20120301,20211231
52091,0,0,0,0,0,0,1,20120301,20211231
52092,0,0,0,0,0,1,1,20120301,20211231
52094,1,1,1,1,1,1,0,20100801,20211231
52095,0,0,0,0,0,0,1,20100801,20211231
52096,1,0,1,0,1,0,1,20100801,20211231
52118,1,1,1,1,1,0,0,20170901,20180605
52119,1,1,1,1,1,1,0,20170901,20180605
52120,1,1,1,1,1,1,1,20170901,20180605
52125,1,1,1,1,1,1,0,20121101,20211231
52126,0,1,0,1,0,1,0,20120901,20211231
52127,1,1,1,1,1,0,0,20110101,20211231
52128,1,1,1,1,1,1,1,20100801,20211231
52138,1,1,1,1,1,1,0,20140601,20211231
52139,0,0,0,0,0,1,0,20140601,20211231
52140,1,1,1,1,1,0,0,20140601,20211231
52143,1,1,1,1,1,0,0,20170901,20180531
52144,1,1,1,1,1,1,0,20170901,20180531
52145,0,0,0,0,0,1,1,20170901,20180531
52146,0,0,0,0,0,1,0,20170901,20180531
52147,0,0,0,0,0,0,1,20170901,20180531
52156,0,0,0,1,0,0,0,20170901,20180605
52163,1,1,1,1,1,1,1,20170901,20180605
52166,1,0,1,0,1,0,0,20170901,20180605
52170,1,1,1,1,1,0,0,20060213,20211231
52191,1,1,1,1,1,0,0,20110401,20200331
52192,1,1,1,1,1,0,0,20130601,20211231
52193,1,1,1,1,1,0,0,20130601,20211231
52194,1,1,1,1,1,1,1,20130601,20211231
52195,0,0,0,0,0,1,1,20130601,20211231
52196,0,0,0,0,0,1,0,20130601,20211231
52197,0,0,0,0,0,0,1,20130601,20211231
52233,1,1,1,1,1,1,1,20130501,20180430
52327,1,1,1,1,1,0,0,20130415,20200131
52328,1,1,1,1,1,0,0,20130415,20200131
52329,1,1,1,1,1,1,1,20130415,20200131
52343,0,0,0,0,0,1,1,20130415,20200131
52389,0,0,0,0,1,0,0,20170901,20180606
52390,0,1,0,1,0,0,1,20170901,20180606
52391,0,1,0,1,0,1,0,20170901,20180606
52397,0,0,0,0,0,0,1,20170901,20180606
52398,1,1,1,1,1,1,0,20170901,20180606
52399,1,0,1,0,0,0,0,20170901,20180606
52400,1,0,1,0,1,0,1,20170901,20180606
52406,1,1,1,1,1,1,0,20170901,20180606
52407,1,1,1,1,1,1,1,20170901,20180606
52409,1,1,1,1,1,0,0,20170901,20180606
52410,1,0,1,1,1,1,0,20170901,20180606
52411,0,0,0,0,0,1,0,20170901,20180606
52412,1,0,1,1,1,0,0,20170901,20180606
52413,0,1,0,0,0,0,0,20170901,20180606
52419,0,0,0,0,1,1,0,20170901,20180606
52421,0,0,0,0,1,0,0,20170901,20180606
52422,0,0,0,0,0,1,0,20170901,20180606
52685,1,1,1,1,1,0,0,20130501,20181101
53080,0,0,0,0,0,0,1,20170901,20180606
53361,1,1,1,1,1,1,1,20130515,20181231
54035,0,0,0,0,0,1,0,20170901,20181101
54036,0,0,0,0,0,0,1,20170901,20181101
54037,0,0,0,0,0,1,0,20170901,20181101
54038,0,0,0,0,0,1,0,20170901,20181101
54039,0,0,0,0,0,1,0,20170901,20181101
54040,0,0,0,0,0,1,0,20170901,20181101
54041,0,0,0,0,0,1,0,20170901,20181101
54042,0,0,0,0,0,1,0,20170901,20181101
54043,0,0,0,0,0,1,0,20170901,20181101
54044,0,0,0,0,0,1,0,20170901,20181101
54045,0,0,0,0,0,0,1,20170901,20181101
54046,0,0,0,0,0,0,1,20170901,20181101
54047,0,0,0,0,0,0,1,20170901,20181101
54048,0,0,0,0,0,0,1,20170901,20181101
54049,0,0,0,0,0,0,1,20170901,20181101
54050,0,0,0,0,0,0,1,20170901,20181101
54083,0,0,0,0,0,1,0,20170901,20181101
54084,0,0,0,0,0,1,0,20170901,20181101
54085,0,0,0,0,0,1,0,20170901,20181101
54086,0,0,0,0,0,1,0,20170901,20181101
54087,0,0,0,0,0,1,0,20170901,20181101
54088,0,0,0,0,0,0,1,20170901,20181101
54089,0,0,0,0,0,0,1,20170901,20181101
54090,0,0,0,0,0,0,1,20170901,20181101
54091,0,0,0,0,0,0,1,20170901,20181101
54092,0,0,0,0,0,0,1,20170901,20181101
54148,0,0,0,0,0,1,0,20170901,20181101
54149,0,0,0,0,0,1,0,20170901,20181101
54150,0,0,0,0,0,0,1,20170901,20181101
54151,0,0,0,0,0,0,1,20170901,20181101
54199,1,1,1,1,1,1,0,20130604,20180603
54881,1,1,1,1,1,0,0,20170901,20181101
54882,1,1,1,1,1,0,0,20170901,20181101
54883,1,1,1,1,1,0,0,20170901,20181101
54884,1,1,1,1,1,0,0,20170901,20181101
54885,1,1,1,1,1,0,0,20170901,20181101
54886,1,1,1,1,1,0,0,20170901,20181101
54887,1,1,1,1,1,0,0,20170901,20181101
54917,1,1,1,1,1,0,0,20130617,20200131
54969,1,1,1,1,1,1,1,20130620,20181231
54972,1,1,1,1,1,0,0,20130620,20181231
54973,1,1,1,1,1,0,0,20130620,20181231
54974,1,1,1,1,1,0,0,20130620,20181231
55184,0,0,0,0,0,1,1,20160605,20181231
55186,1,1,1,1,1,0,0,20160605,20181231
55187,1,1,1,1,1,1,1,20160605,20181231
55239,0,0,0,0,0,1,1,20130722,20181231
55248,1,1,1,1,1,1,1,20130722,20181231
55249,1,1,1,1,1,1,1,20130722,20181231
56291,1,1,1,1,1,0,0,20160701,20181101
56292,1,1,1,1,1,0,0,20160701,20181101
56293,1,1,1,1,1,0,0,20160701,20181101
56294,1,1,1,1,1,0,0,20160701,20181101
56295,1,1,1,1,1,0,0,20160701,20181101
56296,1,1,1,1,1,0,0,20160701,20181101
56474,1,1,1,1,1,0,0,20170901,20181101
56475,1,1,1,1,1,0,0,20170901,20181101
56476,1,1,1,1,1,0,0,20170901,20181101
56477,1,1,1,1,1,0,0,20170901,20181101
56478,1,1,1,1,1,0,0,20170901,20181101
56479,1,1,1,1,1,0,0,20170901,20181101
56480,1,1,1,1,1,0,0,20170901,20181101
57642,1,1,1,1,1,0,1,20130909,20181101
58029,1,1,1,1,1,0,0,20130901,20181231
58053,1,1,1,1,1,0,0,20130901,20200131
58094,0,1,0,0,1,0,0,20161116,20200131
58095,1,0,1,1,0,1,0,20161116,20200131
58577,1,1,1,1,1,1,1,20131001,20180217
58614,1,1,1,1,1,1,1,20131105,20181104
58615,1,1,1,1,1,1,1,20131105,20181104
58793,1,1,1,1,1,1,1,20131101,20181031
58814,0,1,0,0,1,0,0,20170901,20180611
59295,0,1,1,1,0,1,0,20131101,20200131
59296,0,0,0,0,0,1,0,20131101,20200131
59608,1,1,1,1,1,1,1,20170901,20180604
59628,1,1,1,1,1,0,0,20170901,20181101
59629,1,1,1,1,1,0,0,20170901,20181101
59630,1,1,1,1,1,0,0,20170901,20181101
59635,1,1,1,1,1,0,0,20170901,20181101
59636,1,1,1,1,1,0,0,20170901,20181101
